Instance,Problematic,TYPE,PATH,Line
DECL STMT SPECIFIER private SPECIFIER static TYPE final byte SPECIFIER final NAME byte NAME byte INDEX NAME utf message INIT new byte EXPR new byte NAME byte NAME byte INDEX BLOCK EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR private JJ static JJ final JJ byte NN utf NN message NN root ROOT message compound message utf new JJ byte NN,1,D1,tomcat/test/org/apache/tomcat/util/buf/TestB2CConverter.java,29
COMMENT the set of cookies associated with this request DECL STMT SPECIFIER protected TYPE cookie NAME cookie NAME cookie INDEX NAME cookies INIT null EXPR null the set of cookies associated with this request root ROOT set det set the case cookies of nmod of set cookies acl cookies associated case request with det request this nmod with associated request protected VBN cookie NN cookies NNS null JJ,0,N/A,tomcat/java/org/apache/catalina/connector/Request.java,192
DECL STMT SPECIFIER private SPECIFIER static TYPE final boolean SPECIFIER final NAME boolean NAME boolean INDEX NAME is token INIT new boolean array size EXPR new boolean array size NAME boolean array size NAME boolean INDEX array size EXPR array size NAME array size private JJ static JJ final JJ boolean NN is VBZ token JJ root ROOT token cop token is new JJ boolean NN array NN size NN root ROOT size compound size array,1,D2,tomcat/java/org/apache/tomcat/util/http/parser/HttpParser.java,41
COMMENT the column in the user role table that names a role DECL STMT SPECIFIER protected TYPE string NAME string NAME role name col INIT null EXPR null the column in the user role table that names a role root ROOT column det column the nsubj names column case table in det table the compound table user compound table role nmod in column table ref column that acl relcl column names det role a dobj names role protected VBN string NN role NN name NN col NN root ROOT col compound col role compound col name null JJ,0,N/A,tomcat/java/org/apache/catalina/realm/JDBCRealm.java,110
DECL STMT SPECIFIER private SPECIFIER static TYPE string NAME string NAME browser cookies INIT cookie EXPR cookie private JJ static JJ string NN browser NN cookies NNS root ROOT cookies compound cookies browser cookie NN,1,E1,tomcat/test/org/apache/catalina/authenticator/TestSSOnonLoginAndDigestAuthenticator.java,85
COMMENT returns the value of the attribute that has been added removed or replaced return if the attribute was added this is the value of the attribute if the attribute was removed this is the value of the removed attribute if the attribute was replaced this is the old value of the attribute FUNCTION SPECIFIER public TYPE object NAME object NAME get value PARAMETER LIST BLOCK RETURN return this value EXPR this value NAME this value NAME this NAME value returns the value of the attribute that has been added removed or root ROOT returns det value the dobj returns value case attribute of det attribute the nmod of value attribute nsubjpass added attribute ref attribute that aux added has auxpass added been acl relcl attribute added dep added removed cc removed or replaced return if the attribute was added this is the value of the attribute root ROOT return mark added if det attribute the nsubjpass added attribute auxpass added was advcl if return added nsubj value this cop value is det value the ccomp added value case attribute of det attribute the nmod of value attribute if the attribute was removed this is the value of the removed root ROOT removed mark removed if det attribute the nsubjpass removed attribute auxpass removed was nsubj value this cop value is det value the ccomp removed value case removed of det removed the nmod of value removed attribute if the attribute was replaced this is the old value root ROOT attribute mark replaced if det attribute the nsubjpass replaced attribute auxpass replaced was advcl if attribute replaced nsubj value this cop value is det value the amod value old ccomp replaced value attribute if the attribute was replaced this is the old value root ROOT attribute mark replaced if det attribute the nsubjpass replaced attribute auxpass replaced was advcl if attribute replaced nsubj value this cop value is det value the amod value old ccomp replaced value of the attribute root ROOT attribute case attribute of det attribute the public NN object NN get VB value NN root ROOT get dobj get value return NN this DT value NN added removed ANTONYM ANTONYM has removed ANTONYM ANTONYM has return ANTONYM ANTONYM returns has ANTONYM ANTONYM,0,N/A,tomcat/java/javax/servlet/ServletContextAttributeEvent.java,65
COMMENT by default none of the headers are exposed in response DECL STMT SPECIFIER public SPECIFIER static TYPE final string SPECIFIER final NAME string NAME default exposed headers INIT EXPR by default none of the headers are exposed in response root ROOT exposed case none by compound none default nmod agent exposed none case headers of det headers the nmod of none headers auxpass exposed are case response in nmod in exposed response public NN static JJ final JJ string NN default NN exposed VBN headers NNS root ROOT exposed nsubj exposed default dobj exposed headers public exposed ANTONYM ANTONYM,1,E1,tomcat/java/org/apache/catalina/filters/CorsFilter.java,1107
DECL STMT SPECIFIER private SPECIFIER static TYPE final int SPECIFIER final NAME int NAME extra delay secs INIT EXPR private JJ static JJ final JJ int NN extra JJ delay NN secs NNS root ROOT secs amod secs extra compound secs delay,0,N/A,tomcat/test/org/apache/catalina/authenticator/TestNonLoginAndBasicAuthenticator.java,81
FUNCTION SPECIFIER public TYPE date NAME date NAME get current date PARAMETER LIST BLOCK DECL STMT TYPE long NAME long NAME systime INIT system current time millis EXPR system current time millis CALL system current time millis NAME system current time millis NAME system NAME current time millis ARGUMENT LIST IF if systime current millis synchronized this if systime current millis current date new date systime current millis systime CONDITION systime current millis EXPR systime current millis NAME systime NAME current millis THEN synchronized this if systime current millis current date new date systime current millis systime BLOCK SYNCHRONIZED synchronized this if systime current millis current date new date systime current millis systime INIT this EXPR this NAME this BLOCK IF if systime current millis current date new date systime current millis systime CONDITION systime current millis EXPR systime current millis NAME systime NAME current millis THEN current date new date systime current millis systime BLOCK EXPR current date new date systime NAME current date CALL date systime NAME date ARGUMENT LIST ARGUMENT EXPR systime NAME systime EXPR current millis systime NAME current millis NAME systime RETURN return current date EXPR current date NAME current date public NN date NN get VB current JJ date NN root ROOT get amod date current dobj get date long RB systime NN system NN current JJ time NN millis IN root ROOT time compound time system amod time current dep time millis if IN systime NN current JJ millis NNS root ROOT millis amod millis current synchronized VBN this DT if IN systime NN current JJ millis NNS root ROOT millis amod millis current current JJ date NN root ROOT date amod date current new JJ date NN systime NN current JJ millis NNS root ROOT millis amod millis current systime NN return NN current JJ date NN root ROOT date amod date current,1,A1,tomcat/test/org/apache/catalina/valves/Benchmarks.java,58
COMMENT called when link java sql connection close is called on the underlying connection this is to notify the interceptors that the physical connection has been released implementation of this method should be thought through with care as no actions should trigger an exception param parent the connection pool that this connection belongs to param con the pooled connection that holds this connection param finalizing if this connection is finalizing true means that the pooled connection will not reconnect the underlying connection FUNCTION SPECIFIER public TYPE void NAME void NAME disconnected PARAMETER LIST connection pool parent pooled connection con boolean finalizing PARAMETER connection pool parent TYPE connection pool NAME connection pool NAME parent PARAMETER pooled connection con TYPE pooled connection NAME pooled connection NAME con PARAMETER boolean finalizing TYPE boolean NAME boolean NAME finalizing BLOCK called when link java sql connection close is called on the underlying connection root ROOT called advmod called when compound connection link compound connection java compound connection sql nsubjpass called connection amod connection close auxpass called is advcl called called case connection on det connection the amod connection underlying nmod on called connection this is to notify the interceptors that the physical connection has been released root ROOT is nsubj is this nsubj xsubj notify this mark notify to xcomp is notify det interceptors the dobj notify interceptors mark released that det connection the amod connection physical nsubjpass released connection aux released has auxpass released been ccomp interceptors released implementation of this method should be thought through with care as no actions should trigger an exception root ROOT thought nsubjpass thought implementation case method of det method this nmod of implementation method aux thought should auxpass thought be case care through case care with nmod with thought care mark trigger as neg actions no nsubj trigger actions aux trigger should advcl as thought trigger det exception an dobj trigger exception param parent the connection pool that this connection belongs to root ROOT parent compound parent param det pool the compound pool connection dep parent pool mark belongs that det connection this nsubj belongs connection ccomp pool belongs nmod belongs to param con the pooled connection that holds this connection root ROOT con compound con param det connection the amod connection pooled dep con connection nsubj holds connection ref connection that acl relcl connection holds det connection this dobj holds connection param finalizing if this connection is finalizing true means that the pooled connection will not reconnect the underlying connection root ROOT param acl param finalizing mark finalizing if det connection this nsubj finalizing connection aux finalizing is advcl if finalizing finalizing amod means true dobj finalizing means mark reconnect that det connection the amod connection pooled nsubj reconnect connection aux reconnect will neg reconnect not ccomp means reconnect det connection the amod connection underlying dobj reconnect connection param finalizing if this connection is finalizing true means that the pooled connection will not reconnect the underlying connection root ROOT param acl param finalizing mark finalizing if det connection this nsubj finalizing connection aux finalizing is advcl if finalizing finalizing amod means true dobj finalizing means mark reconnect that det connection the amod connection pooled nsubj reconnect connection aux reconnect will neg reconnect not ccomp means reconnect det connection the amod connection underlying dobj reconnect connection public NN void NN disconnected VBN connection NN pool NN root ROOT pool compound pool connection parent NN pooled JJ connection NN root ROOT connection amod connection pooled con RB boolean NN finalizing VBG,0,N/A,tomcat/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/JdbcInterceptor.java,173
DECL STMT SPECIFIER private TYPE final int SPECIFIER final NAME int NAME client max window bits private JJ final JJ int NN client NN max NN window NN bits NNS root ROOT bits compound bits client compound bits max compound bits window,0,N/A,tomcat/java/org/apache/tomcat/websocket/PerMessageDeflate.java,50
COMMENT spnego authentication constants DECL STMT SPECIFIER public SPECIFIER static TYPE final string SPECIFIER final NAME string NAME default jaas conf INIT conf jaas conf EXPR conf jaas conf spnego authentication constants root ROOT constants compound constants spnego compound constants authentication public NN static JJ final JJ string NN default NN jaas NNS conf VBP root ROOT conf compound jaas default nsubj conf jaas conf NN jaas NNS root ROOT jaas compound jaas conf conf NN,0,N/A,tomcat/java/org/apache/catalina/authenticator/Constants.java,38
COMMENT deallocates or frees a memory block used by byte buffer br b warning b call this method only on byte buffers that were created by calling buffer alloc or buffer calloc param buf previously allocated byte buffer to be freed FUNCTION DECL public static native void free byte buffer buf SPECIFIER public SPECIFIER static SPECIFIER native TYPE void NAME void NAME free PARAMETER LIST byte buffer buf PARAMETER byte buffer buf TYPE byte buffer NAME byte buffer NAME buf deallocates or frees a memory block used by byte buffer root ROOT deallocates cc deallocates or conj or deallocates frees det block a compound block memory dep deallocates block acl block used case buffer by compound buffer byte nmod by used buffer br b warning b call this method only on byte buffers root ROOT call compound b br compound call b amod call warning compound call b det method this dep call method advmod buffers only case buffers on compound buffers byte nmod on method buffers that were created by calling buffer alloc or buffer calloc root ROOT created nsubjpass created that auxpass created were mark calling by advcl by created calling compound alloc buffer dobj calling alloc cc alloc or compound calloc buffer dobj calling calloc conj or alloc calloc param buf previously allocated byte buffer to be freed root ROOT allocated compound buf param nsubj allocated buf advmod allocated previously compound buffer byte dobj allocated buffer nsubjpass xsubj freed buffer mark freed to auxpass freed be xcomp allocated freed public NN static JJ native JJ void NN free JJ byte NN buffer NN root ROOT buffer compound buffer byte buf NN block call ANTONYM ANTONYM block calling ANTONYM ANTONYM block free ANTONYM ANTONYM block freed ANTONYM ANTONYM free used ANTONYM ANTONYM freed used ANTONYM ANTONYM frees block ANTONYM ANTONYM frees used ANTONYM ANTONYM,0,N/A,tomcat/java/org/apache/tomcat/jni/Buffer.java,75
COMMENT table for hex to dec byte translation DECL STMT SPECIFIER private SPECIFIER static TYPE final int SPECIFIER final NAME int NAME int INDEX NAME dec INIT EXPR BLOCK EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR table for hex to dec byte translation root ROOT table case hex for nmod for table hex mark dec to acl to table dec compound translation byte dobj dec translation private JJ static JJ final JJ int NN dec NN,0,N/A,tomcat/java/org/apache/tomcat/util/buf/HexUtils.java,37
DECL STMT SPECIFIER private SPECIFIER static TYPE final boolean SPECIFIER final NAME boolean NAME boolean INDEX NAME is http protocol INIT new boolean array size EXPR new boolean array size NAME boolean array size NAME boolean INDEX array size EXPR array size NAME array size private JJ static JJ final JJ boolean NN is VBZ http JJ protocol NN root ROOT protocol cop protocol is amod protocol http new JJ boolean NN array NN size NN root ROOT size compound size array,1,D2,tomcat/java/org/apache/tomcat/util/http/parser/HttpParser.java,44
DECL STMT SPECIFIER public SPECIFIER static TYPE final string SPECIFIER final NAME string NAME message section public NN static JJ final JJ string NN message NN section NN root ROOT section compound section message,0,N/A,tomcat/java/org/apache/catalina/manager/Constants.java,28
DECL STMT SPECIFIER protected TYPE input buffer NAME input buffer NAME ib protected VBN input NN buffer NN root ROOT buffer compound buffer input ib NN,0,N/A,tomcat/java/org/apache/catalina/connector/CoyoteInputStream.java,41
DECL STMT SPECIFIER static TYPE big decimal NAME big decimal NAME bytes INIT new big decimal EXPR new big decimal CALL big decimal NAME big decimal ARGUMENT LIST ARGUMENT EXPR static JJ big JJ decimal JJ root ROOT decimal amod decimal big bytes NNS new JJ big JJ decimal JJ root ROOT decimal amod decimal big,1,E1,tomcat/test/org/apache/catalina/tribes/test/transport/SocketValidateReceive.java,33
DECL STMT SPECIFIER private TYPE final char SPECIFIER final NAME char NAME char INDEX NAME expr private JJ final JJ char NN expr NN,1,D1,tomcat/java/org/apache/catalina/ssi/ExpressionTokenizer.java,41
COMMENT return the set of parameters for this operation FUNCTION SPECIFIER public TYPE parameter info NAME parameter info NAME parameter info INDEX NAME get signature PARAMETER LIST BLOCK DECL STMT TYPE lock NAME lock NAME read lock INIT parameters lock read lock EXPR parameters lock read lock CALL parameters lock read lock NAME parameters lock read lock NAME parameters lock NAME read lock ARGUMENT LIST EXPR read lock lock CALL read lock lock NAME read lock lock NAME read lock NAME lock ARGUMENT LIST TRY try return this parameters finally read lock unlock BLOCK RETURN return this parameters EXPR this parameters NAME this parameters NAME this NAME parameters FINALLY finally read lock unlock BLOCK EXPR read lock unlock CALL read lock unlock NAME read lock unlock NAME read lock NAME unlock ARGUMENT LIST return the set of parameters for this operation root ROOT return det set the dobj return set case parameters of nmod of set parameters case operation for det operation this nmod for set operation public NN parameter NN info NN root ROOT info compound info parameter get VB signature NN root ROOT get dobj get signature lock NN read VB lock NN root ROOT read dobj read lock parameters NNS lock VBP read VBN lock NN root ROOT lock nsubj lock parameters dep lock read dobj read lock read VB lock NN lock NN root ROOT read compound lock lock dobj read lock try VB return NN this DT parameters NNS finally RB read VB lock NN unlock NN root ROOT read compound unlock lock dobj read unlock,0,N/A,tomcat/java/org/apache/tomcat/util/modeler/OperationInfo.java,105
COMMENT set of all element and attribute prefixes used in this translation unit DECL STMT SPECIFIER private TYPE collection string NAME collection string NAME collection ARGUMENT LIST ARGUMENT NAME string NAME include prelude set of all element and attribute prefixes used in this translation unit root ROOT set case element of det element all nmod of set element cc element and compound prefixes attribute nmod of set prefixes conj and element prefixes acl element used case unit in det unit this compound unit translation nmod in used unit private JJ collection NN string NN include VBP prelude NN root ROOT include dobj include prelude,0,N/A,tomcat/java/org/apache/jasper/compiler/PageInfo.java,95
DECL STMT SPECIFIER private TYPE boolean NAME boolean NAME closed INIT false EXPR false private JJ boolean NN closed VBN false JJ,0,N/A,tomcat/java/org/apache/jasper/runtime/JspWriterImpl.java,49
COMMENT back up idle sessions FUNCTION SPECIFIER protected TYPE void NAME void NAME process max idle backups PARAMETER LIST BLOCK IF if get state is available max idle backup return CONDITION get state is available max idle backup EXPR get state is available max idle backup CALL get state NAME get state ARGUMENT LIST CALL is available NAME is available ARGUMENT LIST NAME max idle backup THEN return BLOCK RETURN return DECL STMT TYPE session NAME session NAME sessions NAME sessions INDEX INIT find sessions EXPR find sessions CALL find sessions NAME find sessions ARGUMENT LIST COMMENT back up all sessions idle longer than max idle backup IF if max idle backup for int i i sessions length i standard session session standard session sessions i synchronized session if session is valid continue long last accessed time session get last accessed time internal long persisted last accessed time long session get note persisted last accessed time if persisted last accessed time null last accessed time persisted last accessed time long value continue int time idle int session get idle time internal l if time idle max idle backup if log is debug enabled log debug sm get string persistent manager backup max idle session get id internal integer value of time idle try write session session catch io exception e this is logged in write session session set note persisted last accessed time long value of last accessed time CONDITION max idle backup EXPR max idle backup NAME max idle backup THEN for int i i sessions length i standard session session standard session sessions i synchronized session if session is valid continue long last accessed time session get last accessed time internal long persisted last accessed time long session get note persisted last accessed time if persisted last accessed time null last accessed time persisted last accessed time long value continue int time idle int session get idle time internal l if time idle max idle backup if log is debug enabled log debug sm get string persistent manager backup max idle session get id internal integer value of time idle try write session session catch io exception e this is logged in write session session set note persisted last accessed time long value of last accessed time BLOCK FOR for int i i sessions length i standard session session standard session sessions i synchronized session if session is valid continue long last accessed time session get last accessed time internal long persisted last accessed time long session get note persisted last accessed time if persisted last accessed time null last accessed time persisted last accessed time long value continue int time idle int session get idle time internal l if time idle max idle backup if log is debug enabled log debug sm get string persistent manager backup max idle session get id internal integer value of time idle try write session session catch io exception e this is logged in write session session set note persisted last accessed time long value of last accessed time CONTROL int i i sessions length i INIT int i TYPE int NAME int NAME i INIT EXPR CONDITION i sessions length EXPR i sessions length NAME i NAME sessions length NAME sessions NAME length INCR i EXPR i NAME i BLOCK DECL STMT TYPE standard session NAME standard session NAME session INIT standard session sessions i EXPR standard session sessions i NAME standard session NAME sessions i NAME sessions INDEX i EXPR i NAME i SYNCHRONIZED synchronized session if session is valid continue long last accessed time session get last accessed time internal long persisted last accessed time long session get note persisted last accessed time if persisted last accessed time null last accessed time persisted last accessed time long value continue int time idle int session get idle time internal l if time idle max idle backup if log is debug enabled log debug sm get string persistent manager backup max idle session get id internal integer value of time idle try write session session catch io exception e this is logged in write session session set note persisted last accessed time long value of last accessed time INIT session EXPR session NAME session BLOCK IF if session is valid continue CONDITION session is valid EXPR session is valid CALL session is valid NAME session is valid NAME session NAME is valid ARGUMENT LIST THEN continue BLOCK CONTINUE continue DECL STMT TYPE long NAME long NAME last accessed time INIT session get last accessed time internal EXPR session get last accessed time internal CALL session get last accessed time internal NAME session get last accessed time internal NAME session NAME get last accessed time internal ARGUMENT LIST DECL STMT TYPE long NAME long NAME persisted last accessed time INIT long session get note persisted last accessed time EXPR long session get note persisted last accessed time NAME long CALL session get note persisted last accessed time NAME session get note NAME session NAME get note ARGUMENT LIST ARGUMENT EXPR persisted last accessed time NAME persisted last accessed time IF if persisted last accessed time null last accessed time persisted last accessed time long value continue CONDITION persisted last accessed time null last accessed time persisted last accessed time long value EXPR persisted last accessed time null last accessed time persisted last accessed time long value NAME persisted last accessed time NAME last accessed time CALL persisted last accessed time long value NAME persisted last accessed time long value NAME persisted last accessed time NAME long value ARGUMENT LIST THEN continue BLOCK CONTINUE continue DECL STMT TYPE int NAME int NAME time idle INIT int session get idle time internal l EXPR int session get idle time internal l CALL int session get idle time internal l NAME int ARGUMENT LIST ARGUMENT EXPR session get idle time internal l CALL session get idle time internal NAME session get idle time internal NAME session NAME get idle time internal ARGUMENT LIST IF if time idle max idle backup if log is debug enabled log debug sm get string persistent manager backup max idle session get id internal integer value of time idle try write session session catch io exception e this is logged in write session session set note persisted last accessed time long value of last accessed time CONDITION time idle max idle backup EXPR time idle max idle backup NAME time idle NAME max idle backup THEN if log is debug enabled log debug sm get string persistent manager backup max idle session get id internal integer value of time idle try write session session catch io exception e this is logged in write session session set note persisted last accessed time long value of last accessed time BLOCK IF if log is debug enabled log debug sm get string persistent manager backup max idle session get id internal integer value of time idle CONDITION log is debug enabled EXPR log is debug enabled CALL log is debug enabled NAME log is debug enabled NAME log NAME is debug enabled ARGUMENT LIST THEN log debug sm get string persistent manager backup max idle session get id internal integer value of time idle BLOCK EXPR log debug sm get string persistent manager backup max idle session get id internal integer value of time idle CALL log debug sm get string persistent manager backup max idle session get id internal integer value of time idle NAME log debug NAME log NAME debug ARGUMENT LIST ARGUMENT EXPR sm get string persistent manager backup max idle session get id internal integer value of time idle CALL sm get string persistent manager backup max idle session get id internal integer value of time idle NAME sm get string NAME sm NAME get string ARGUMENT LIST ARGUMENT EXPR persistent manager backup max idle ARGUMENT EXPR session get id internal CALL session get id internal NAME session get id internal NAME session NAME get id internal ARGUMENT LIST ARGUMENT EXPR integer value of time idle CALL integer value of time idle NAME integer value of NAME integer NAME value of ARGUMENT LIST ARGUMENT EXPR time idle NAME time idle TRY try write session session catch io exception e this is logged in write session BLOCK EXPR write session session CALL write session session NAME write session ARGUMENT LIST ARGUMENT EXPR session NAME session CATCH catch io exception e this is logged in write session PARAMETER LIST io exception e PARAMETER io exception e TYPE io exception NAME io exception NAME e BLOCK COMMENT this is logged in write session EXPR session set note persisted last accessed time long value of last accessed time CALL session set note persisted last accessed time long value of last accessed time NAME session set note NAME session NAME set note ARGUMENT LIST ARGUMENT EXPR persisted last accessed time NAME persisted last accessed time ARGUMENT EXPR long value of last accessed time CALL long value of last accessed time NAME long value of NAME long NAME value of ARGUMENT LIST ARGUMENT EXPR last accessed time NAME last accessed time back up idle sessions root ROOT back case sessions up amod sessions idle nmod up back sessions protected VBN void NN process NN max NN idle JJ backups NNS root ROOT backups compound backups process compound backups max amod backups idle if IN get VB state NN root ROOT get dobj get state is VBZ available JJ root ROOT available cop available is max NN idle JJ backup NN root ROOT backup compound backup max amod backup idle return NN session NN sessions NNS find VB sessions NNS root ROOT find dobj find sessions back up all sessions idle longer than max idle backup root ROOT back case sessions up det sessions all nmod up back sessions amod sessions idle dep idle longer case backup than compound backup max amod backup idle nmod than longer backup if IN max NN idle JJ backup NN root ROOT backup compound backup max amod backup idle for IN int NN i LS i LS sessions NNS length NN root ROOT length compound length sessions i LS standard JJ session NN root ROOT session amod session standard session NN standard JJ session NN root ROOT session amod session standard sessions NNS i LS synchronized VBN session NN if IN session NN is VBZ valid JJ root ROOT valid nsubj valid session cop valid is continue VB long RB last JJ accessed VBN time NN root ROOT time amod time last amod time accessed session NN get VB last JJ accessed VBN time NN internal JJ root ROOT session acl session get amod time last amod time accessed nmod tmod get time amod time internal long RB persisted VBD last JJ accessed VBN time NN root ROOT persisted amod time last amod time accessed nmod tmod persisted time long RB session NN get VB note NN root ROOT get nsubj get session dobj get note persisted VBD last JJ accessed VBN time NN root ROOT persisted amod time last amod time accessed nmod tmod persisted time if IN persisted VBD last JJ accessed VBN time NN root ROOT persisted amod time last amod time accessed nmod tmod persisted time null JJ last JJ accessed VBN time NN root ROOT time amod time last amod time accessed persisted VBD last JJ accessed VBN time NN long JJ value NN root ROOT persisted amod time last amod time accessed dobj persisted time amod value long dep time value continue VB int NN time NN idle JJ root ROOT idle nmod npmod idle time int NN session NN get VB idle JJ time NN internal JJ root ROOT get nsubj get session amod time idle nmod npmod internal time xcomp get internal l NN if IN time NN idle JJ root ROOT idle nmod npmod idle time max NN idle JJ backup NN root ROOT backup compound backup max amod backup idle if IN log NN is VBZ debug NN enabled VBD root ROOT debug nsubj debug log cop debug is dep debug enabled log NN debug NN root ROOT debug compound debug log sm NN get VB string NN root ROOT get nsubj get sm dobj get string persistent JJ manager NN backup NN max NN idle JJ root ROOT idle amod max persistent compound max manager compound max backup nsubj idle max session NN get VB id JJ internal JJ root ROOT get nsubj get session amod internal id xcomp get internal integer NN value NN of IN root ROOT value compound value integer acl value of time NN idle JJ root ROOT idle nmod npmod idle time try VB write VB session NN root ROOT write dobj write session session NN catch NN io NN exception NN root ROOT exception compound exception io e SYM this is logged in write session root ROOT logged nsubjpass logged this auxpass logged is mark write in advcl in logged write dobj write session session NN set VBD note NN root ROOT set nsubj set session dobj set note persisted VBD last JJ accessed VBN time NN root ROOT persisted amod time last amod time accessed nmod tmod persisted time long RB value NN of IN last JJ accessed VBN time NN root ROOT time amod time last amod time accessed,0,N/A,tomcat/java/org/apache/catalina/session/PersistentManagerBase.java,989
FUNCTION SPECIFIER public TYPE int NAME int NAME get case count PARAMETER LIST THROWS throws interrupted exception ARGUMENT EXPR interrupted exception NAME interrupted exception BLOCK EXPR latch await CALL latch await NAME latch await NAME latch NAME await ARGUMENT LIST RETURN return case count EXPR case count NAME case count public NN int NN get VB case NN count NN root ROOT get compound count case dobj get count throws VBZ interrupted JJ exception NN root ROOT exception amod exception interrupted latch VB await VBP root ROOT await nsubj await latch return NN case NN count NN root ROOT count compound count case,0,N/A,tomcat/test/org/apache/tomcat/websocket/TesterWsClientAutobahn.java,128
DECL STMT SPECIFIER private TYPE volatile int SPECIFIER volatile NAME int NAME nr of invocations private JJ volatile JJ int NN nr NN of IN invocations NNS root ROOT nr case invocations of nmod of nr invocations,0,N/A,tomcat/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport.java,329
COMMENT subclass friendly method to add error handling when a permit isn t granted param request the servlet request param response the servlet response throws io exception error writing output throws servlet exception other error FUNCTION SPECIFIER public TYPE void NAME void NAME permit denied PARAMETER LIST request request response response PARAMETER request request TYPE request NAME request NAME request PARAMETER response response TYPE response NAME response NAME response THROWS throws io exception servlet exception ARGUMENT EXPR io exception NAME io exception ARGUMENT EXPR servlet exception NAME servlet exception BLOCK COMMENT no op by default subclass friendly method to add error handling when a permit isn t root ROOT method compound method subclass amod method friendly mark add to acl to method add compound handling error dobj add handling dep add when det t a compound t permit compound t isn root when t granted param request the servlet request root ROOT request compound request param det request the amod request servlet dobj request request param response the servlet response root ROOT response compound response param det response the compound response servlet dobj response response throws io exception error writing output root ROOT throws compound error io compound error exception dobj throws error acl error writing dobj writing output throws servlet exception other error root ROOT throws amod exception servlet dobj throws exception amod error other dep exception error public NN void NN permit NN denied VBD root ROOT denied nsubj denied permit request NN request NN response NN response NN throws VBZ io NN exception NN root ROOT exception compound exception io servlet JJ exception NN root ROOT exception amod exception servlet no op by default root ROOT op neg op no case default by nmod by op default granted throws ANTONYM ANTONYM permit granted ANTONYM ANTONYM,0,N/A,tomcat/java/org/apache/catalina/valves/SemaphoreValve.java,193
FUNCTION ANNOTATION override NAME override SPECIFIER public TYPE void NAME void NAME get PARAMETER LIST long timeout time unit unit PARAMETER long timeout TYPE long NAME long NAME timeout PARAMETER time unit unit TYPE time unit NAME time unit NAME unit THROWS throws interrupted exception execution exception timeout exception ARGUMENT EXPR interrupted exception NAME interrupted exception ARGUMENT EXPR execution exception NAME execution exception ARGUMENT EXPR timeout exception NAME timeout exception BLOCK RETURN return null EXPR null override NN public NN void NN get VB long RB timeout NN time NN unit NN root ROOT unit compound unit time unit NN throws VBZ interrupted JJ exception NN root ROOT exception amod exception interrupted execution NN exception NN root ROOT exception compound exception execution timeout NN exception NN root ROOT exception compound exception timeout return NN null JJ get throws ANTONYM ANTONYM,1,B3,tomcat/java/org/apache/tomcat/websocket/AsyncChannelWrapperNonSecure.java,105
FUNCTION SPECIFIER public TYPE byte NAME byte NAME byte INDEX NAME get type PARAMETER LIST BLOCK IF if type null parse CONDITION type null EXPR type null NAME type THEN parse BLOCK EXPR parse CALL parse NAME parse ARGUMENT LIST RETURN return type EXPR type NAME type public NN byte NN get VB type NN root ROOT get dobj get type if IN type NN null JJ parse VB return NN type NN,1,A4,tomcat/java/org/apache/catalina/tribes/group/interceptors/NonBlockingCoordinator.java,689
COMMENT domain if we want to filter based on domain DECL STMT SPECIFIER protected TYPE volatile byte SPECIFIER volatile NAME byte NAME byte INDEX NAME domain INIT new byte EXPR new byte NAME byte NAME byte INDEX EXPR domain if we want to filter based on domain root ROOT domain mark want if nsubj want we advcl if domain want case filter to nmod to want filter acl filter based case domain on nmod on based domain protected VBN volatile JJ byte NN domain NN new JJ byte NN,1,D1,tomcat/java/org/apache/catalina/tribes/membership/MemberImpl.java,109
COMMENT hsts DECL STMT SPECIFIER private TYPE boolean NAME boolean NAME hsts preload INIT false EXPR false hsts private JJ boolean NN hsts NNS preload VBP root ROOT preload nsubj preload hsts false JJ,0,N/A,tomcat/java/org/apache/catalina/filters/HttpHeaderSecurityFilter.java,46
